Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","14/03/2023 01:27 UTC"
"Last updated:","16 June 2022"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=Y0gv5U
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,2021
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"Other people in need of international protection"
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Italy,ITA,1373,321,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Luxembourg,LUX,130,0,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"North Macedonia",MKD,252,0,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Montenegro,MNE,125,5,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Malta,MLT,7,0,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Netherlands,NLD,19,11,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Norway,NOR,26,0,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Spain,ESP,5,30,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Slovakia,SVK,46,0,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Slovenia,SVN,11,8,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Sweden,SWE,517,231,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Switzerland,CHE,2110,44,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Ukraine,UKR,5,0,-
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United States of America",USA,717,2008,-
2021,"Viet Nam",VNM,Australia,AUS,323,3469,-
2021,"Viet Nam",VNM,Austria,AUT,5,9,-
2021,"Viet Nam",VNM,Belgium,BEL,23,25,-
2021,"Viet Nam",VNM,Brazil,BRA,5,5,-
2021,"Viet Nam",VNM,Cambodia,KHM,16,0,-
2021,"Viet Nam",VNM,Canada,CAN,30,159,-
2021,"Viet Nam",VNM,China,CHN,303107,0,-
2021,"Viet Nam",VNM,Cyprus,CYP,5,271,-
2021,"Viet Nam",VNM,Czechia,CZE,14,28,-
2021,"Viet Nam",VNM,Ecuador,ECU,5,0,-
2021,"Viet Nam",VNM,Finland,FIN,8,0,-
2021,"Viet Nam",VNM,France,FRA,8018,0,-
2021,"Viet Nam",VNM,"United Kingdom of Great Britain and Northern Ireland",GBR,2772,3904,-
2021,"Viet Nam",VNM,Germany,DEU,1096,276,-
2021,"Viet Nam",VNM,Greece,GRC,5,5,-
2021,"Viet Nam",VNM,"Cote d'Ivoire",CIV,5,0,-
2021,"Viet Nam",VNM,Indonesia,IDN,15,0,-
2021,"Viet Nam",VNM,Ireland,IRL,10,33,-
2021,"Viet Nam",VNM,Israel,ISR,0,9,-
2021,"Viet Nam",VNM,"Rep. of Korea",KOR,0,63,-
2021,"Viet Nam",VNM,Monaco,MCO,7,0,-
2021,"Viet Nam",VNM,Malaysia,MYS,5,0,-
2021,"Viet Nam",VNM,Netherlands,NLD,11,7,-
2021,"Viet Nam",VNM,Norway,NOR,38,0,-
2021,"Viet Nam",VNM,"New Zealand",NZL,7,5,-
2021,"Viet Nam",VNM,Philippines,PHL,18,6,-
2021,"Viet Nam",VNM,Poland,POL,5,0,-
2021,"Viet Nam",VNM,Romania,ROU,0,5,-
2021,"Viet Nam",VNM,Spain,ESP,7,30,-
2021,"Viet Nam",VNM,Slovakia,SVK,16,0,-
2021,"Viet Nam",VNM,Sweden,SWE,19,40,-
2021,"Viet Nam",VNM,Switzerland,CHE,760,0,-
2021,"Viet Nam",VNM,Thailand,THA,961,396,-
2021,"Viet Nam",VNM,"Trinidad and Tobago",TTO,0,7,-
2021,"Viet Nam",VNM,Ukraine,UKR,0,13,-
2021,"Viet Nam",VNM,"United States of America",USA,406,1580,-
2021,"Viet Nam",VNM,Yemen,YEM,15,0,-
2021,"South Sudan",SSD,Egypt,EGY,18673,2040,-
2021,"South Sudan",SSD,Australia,AUS,20,42,-
2021,"South Sudan",SSD,Austria,AUT,6,0,-
2021,"South Sudan",SSD,Belgium,BEL,5,20,-
2021,"South Sudan",SSD,"Burkina Faso",BFA,5,0,-
2021,"South Sudan",SSD,Botswana,BWA,5,0,-
2021,"South Sudan",SSD,Canada,CAN,19,14,-
2021,"South Sudan",SSD,"Central African Rep.",CAF,1894,438,-
2021,"South Sudan",SSD,Chad,TCD,11,5,-
2021,"South Sudan",SSD,"Dem. Rep. of the Congo",COD,56341,731,-
2021,"South Sudan",SSD,Eritrea,ERI,7,0,-
2021,"South Sudan",SSD,Ethiopia,ETH,386750,179,-
2021,"South Sudan",SSD,Finland,FIN,8,0,-
2021,"South Sudan",SSD,France,FRA,218,0,-
2021,"South Sudan",SSD,"United Kingdom of Great Britain and Northern Ireland",GBR,78,135,-
2021,"South Sudan",SSD,Germany,DEU,249,72,-
2021,"South Sudan",SSD,Ghana,GHA,7,5,-
2021,"South Sudan",SSD,Greece,GRC,50,9,-
2021,"South Sudan",SSD,Iceland,ISL,5,0,-
2021,"South Sudan",SSD,India,IND,5,100,-
2021,"South Sudan",SSD,Ireland,IRL,5,0,-
2021,"South Sudan",SSD,Iraq,IRQ,0,15,-
2021,"South Sudan",SSD,Israel,ISR,72,89,-
2021,"South Sudan",SSD,Italy,ITA,0,15,-
2021,"South Sudan",SSD,Jordan,JOR,11,8,-
2021,"South Sudan",SSD,Kenya,KEN,135255,96,-
2021,"South Sudan",SSD,Liberia,LBR,5,0,-
2021,"South Sudan",SSD,Libya,LBY,8,309,-
2021,"South Sudan",SSD,Lebanon,LBN,38,0,-
2021,"South Sudan",SSD,Malaysia,MYS,24,40,-
2021,"South Sudan",SSD,Malawi,MWI,5,0,-
2021,"South Sudan",SSD,Morocco,MAR,28,411,-
2021,"South Sudan",SSD,Mozambique,MOZ,0,5,-
2021,"South Sudan",SSD,Malta,MLT,22,63,-
2021,"South Sudan",SSD,Netherlands,NLD,0,8,-
2021,"South Sudan",SSD,Niger,NER,9,10,-
2021,"South Sudan",SSD,Norway,NOR,50,0,-
2021,"South Sudan",SSD,Portugal,PRT,30,0,-
2021,"South Sudan",SSD,Rwanda,RWA,7,8,-
2021,"South Sudan",SSD,"Saudi Arabia",SAU,0,7,-
2021,"South Sudan",SSD,Spain,ESP,5,5,-
2021,"South Sudan",SSD,Sudan,SDN,803634,0,-
2021,"South Sudan",SSD,Sweden,SWE,63,0,-
2021,"South Sudan",SSD,Switzerland,CHE,53,0,-
2021,"South Sudan",SSD,"Syrian Arab Rep.",SYR,74,0,-
2021,"South Sudan",SSD,"United Rep. of Tanzania",TZA,6,0,-
2021,"South Sudan",SSD,Tunisia,TUN,5,21,-
2021,"South Sudan",SSD,Uganda,UGA,958927,41,-
2021,"South Sudan",SSD,"United States of America",USA,54,71,-
2021,"South Sudan",SSD,Zambia,ZMB,5,0,-
2021,"South Sudan",SSD,Zimbabwe,ZWE,8,25,-
2021,Stateless,XXA,Australia,AUS,3876,1239,-
2021,Stateless,XXA,Austria,AUT,2020,0,-
2021,Stateless,XXA,Belgium,BEL,319,5,-
2021,Stateless,XXA,Bulgaria,BGR,1003,35,-
2021,Stateless,XXA,Canada,CAN,400,98,-
2021,Stateless,XXA,Cyprus,CYP,66,0,-
2021,Stateless,XXA,Czechia,CZE,75,6,-
2021,Stateless,XXA,Denmark,DNK,2923,66,-
2021,Stateless,XXA,Finland,FIN,422,25,-
2021,Stateless,XXA,France,FRA,1725,199,-
2021,Stateless,XXA,"United Kingdom of Great Britain and Northern Ireland",GBR,3070,1849,-
2021,Stateless,XXA,Germany,DEU,11901,841,-
2021,Stateless,XXA,Greece,GRC,785,50,-
2021,Stateless,XXA,Croatia,HRV,11,0,-
2021,Stateless,XXA,Hungary,HUN,64,0,-
2021,Stateless,XXA,Iceland,ISL,20,0,-
2021,Stateless,XXA,Ireland,IRL,7,0,-
2021,Stateless,XXA,Italy,ITA,9,13,-
2021,Stateless,XXA,Jordan,JOR,0,63,-
2021,Stateless,XXA,Japan,JPN,9,0,-
2021,Stateless,XXA,"Rep. of Korea",KOR,0,5,-
2021,Stateless,XXA,Lithuania,LTU,37,0,-
2021,Stateless,XXA,Luxembourg,LUX,111,0,-
2021,Stateless,XXA,Netherlands,NLD,2531,45,-
2021,Stateless,XXA,Norway,NOR,2297,54,-
2021,Stateless,XXA,Nauru,NRU,59,0,-
2021,Stateless,XXA,Philippines,PHL,5,0,-
2021,Stateless,XXA,"Papua New Guinea",PNG,5,0,-
2021,Stateless,XXA,Poland,POL,54,5,-
2021,Stateless,XXA,Portugal,PRT,31,0,-
2021,Stateless,XXA,Romania,ROU,127,8,-
2021,Stateless,XXA,"Russian Federation",RUS,36,5,-
2021,Stateless,XXA,Spain,ESP,0,10,-
2021,Stateless,XXA,Slovakia,SVK,9,0,-
2021,Stateless,XXA,Sweden,SWE,21762,560,-
2021,Stateless,XXA,Switzerland,CHE,671,0,-
2021,Stateless,XXA,Ukraine,UKR,47,10,-
2021,Stateless,XXA,"United States of America",USA,47,0,-
2021,"Saint Kitts and Nevis",KNA,Canada,CAN,36,6,-
2021,"Saint Kitts and Nevis",KNA,"United Kingdom of Great Britain and Northern Ireland",GBR,6,21,-
2021,"Saint Kitts and Nevis",KNA,"United States of America",USA,5,5,-
2021,"Sao Tome and Principe",STP,Brazil,BRA,0,25,-
2021,"Sao Tome and Principe",STP,Gabon,GAB,6,0,-
2021,Sudan,SDN,Algeria,DZA,33,28,-
2021,Sudan,SDN,Angola,AGO,279,1670,-
2021,Sudan,SDN,Egypt,EGY,25476,26527,-
2021,Sudan,SDN,Argentina,ARG,5,0,-
2021,Sudan,SDN,Australia,AUS,556,187,-
2021,Sudan,SDN,Austria,AUT,296,30,-
2021,Sudan,SDN,Belgium,BEL,299,165,-
2021,Sudan,SDN,Benin,BEN,18,7,-
2021,Sudan,SDN,Botswana,BWA,5,0,-
2021,Sudan,SDN,Brazil,BRA,77,141,-
2021,Sudan,SDN,Bulgaria,BGR,12,0,-
2021,Sudan,SDN,Canada,CAN,2185,199,-
2021,Sudan,SDN,"Central African Rep.",CAF,394,17,-
2021,Sudan,SDN,Chad,TCD,375999,1867,-
2021,Sudan,SDN,Cameroon,CMR,65,26,-
2021,Sudan,SDN,Congo,COG,30,41,-
2021,Sudan,SDN,"Dem. Rep. of the Congo",COD,2023,7,-
2021,Sudan,SDN,Cuba,CUB,10,0,-
2021,Sudan,SDN,Cyprus,CYP,14,8,-
2021,Sudan,SDN,Czechia,CZE,9,0,-
2021,Sudan,SDN,Denmark,DNK,53,9,-
2021,Sudan,SDN,Djibouti,DJI,9,5,-
2021,Sudan,SDN,Ecuador,ECU,5,0,-
2021,Sudan,SDN,Eritrea,ERI,99,0,-
2021,Sudan,SDN,Estonia,EST,16,0,-
2021,Sudan,SDN,Ethiopia,ETH,45843,590,-
2021,Sudan,SDN,Finland,FIN,55,5,-
2021,Sudan,SDN,France,FRA,23719,1238,-
2021,Sudan,SDN,Gabon,GAB,5,0,-
2021,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,11305,3577,-
2021,Sudan,SDN,Georgia,GEO,6,7,-
2021,Sudan,SDN,Germany,DEU,2909,941,-
2021,Sudan,SDN,Ghana,GHA,584,109,-
2021,Sudan,SDN,Greece,GRC,561,53,-
2021,Sudan,SDN,"China, Hong Kong SAR",HKG,5,0,-
2021,Sudan,SDN,Croatia,HRV,5,0,-
2021,Sudan,SDN,Hungary,HUN,65,0,-
2021,Sudan,SDN,Iceland,ISL,7,0,-
2021,Sudan,SDN,"Cote d'Ivoire",CIV,9,0,-
2021,Sudan,SDN,India,IND,61,144,-
2021,Sudan,SDN,Indonesia,IDN,397,102,-
2021,Sudan,SDN,Ireland,IRL,229,14,-
2021,Sudan,SDN,Iraq,IRQ,92,692,-
2021,Sudan,SDN,Israel,ISR,490,4391,-
2021,Sudan,SDN,Italy,ITA,1211,340,-
2021,Sudan,SDN,Jordan,JOR,3697,2196,-
2021,Sudan,SDN,Japan,JPN,16,0,-
2021,Sudan,SDN,Kenya,KEN,4213,5766,-
2021,Sudan,SDN,"Rep. of Korea",KOR,32,46,-
2021,Sudan,SDN,Kuwait,KWT,0,17,-
2021,Sudan,SDN,Liberia,LBR,11,0,-
2021,Sudan,SDN,Libya,LBY,1336,15707,-
2021,Sudan,SDN,Lebanon,LBN,728,1524,-
2021,Sudan,SDN,Liechtenstein,LIE,0,7,-
2021,Sudan,SDN,"Sri Lanka",LKA,5,5,-
2021,Sudan,SDN,Luxembourg,LUX,56,45,-
2021,Sudan,SDN,Mauritania,MRT,13,18,-
2021,Sudan,SDN,"Rep. of Moldova",MDA,9,0,-
2021,Sudan,SDN,Mexico,MEX,0,11,-
2021,Sudan,SDN,Malaysia,MYS,182,127,-
2021,Sudan,SDN,Morocco,MAR,54,938,-
2021,Sudan,SDN,Mozambique,MOZ,5,30,-
2021,Sudan,SDN,Malta,MLT,224,733,-
2021,Sudan,SDN,Namibia,NAM,7,0,-
2021,Sudan,SDN,Netherlands,NLD,676,100,-
2021,Sudan,SDN,Niger,NER,850,1292,-
2021,Sudan,SDN,Nigeria,NGA,47,9,-
2021,Sudan,SDN,Norway,NOR,1703,11,-
2021,Sudan,SDN,Nauru,NRU,5,0,-
2021,Sudan,SDN,"New Zealand",NZL,6,5,-
2021,Sudan,SDN,Oman,OMN,0,6,-
2021,Sudan,SDN,Panama,PAN,5,0,-
2021,Sudan,SDN,Philippines,PHL,7,47,-
2021,Sudan,SDN,"Papua New Guinea",PNG,33,0,-
2021,Sudan,SDN,Portugal,PRT,62,10,-
2021,Sudan,SDN,Qatar,QAT,0,15,-
2021,Sudan,SDN,Romania,ROU,24,11,-
2021,Sudan,SDN,"South Africa",ZAF,86,62,-
2021,Sudan,SDN,"Russian Federation",RUS,5,0,-
2021,Sudan,SDN,Rwanda,RWA,78,54,-
2021,Sudan,SDN,"Saudi Arabia",SAU,0,96,-
2021,Sudan,SDN,Senegal,SEN,5,8,-
2021,Sudan,SDN,Somalia,SOM,0,8,-
2021,Sudan,SDN,Spain,ESP,322,140,-
2021,Sudan,SDN,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,5,0,-
2021,Sudan,SDN,"South Sudan",SSD,308174,19,-
2021,Sudan,SDN,Slovenia,SVN,6,0,-
2021,Sudan,SDN,Sweden,SWE,1091,89,-
2021,Sudan,SDN,Switzerland,CHE,525,13,-
2021,Sudan,SDN,"Syrian Arab Rep.",SYR,726,82,-
2021,Sudan,SDN,"United Rep. of Tanzania",TZA,0,6,-
2021,Sudan,SDN,Tunisia,TUN,172,344,-
2021,Sudan,SDN,"United Arab Emirates",ARE,13,6,-
2021,Sudan,SDN,Uganda,UGA,3003,632,-
2021,Sudan,SDN,Ukraine,UKR,27,25,-
2021,Sudan,SDN,"United States of America",USA,1375,1254,-
2021,Sudan,SDN,Yemen,YEM,109,513,-
2021,Sudan,SDN,Zambia,ZMB,29,0,-
2021,Sudan,SDN,Zimbabwe,ZWE,8,0,-
2021,Suriname,SUR,Belgium,BEL,0,15,-
2021,Suriname,SUR,Brazil,BRA,0,23,-
2021,Suriname,SUR,Canada,CAN,0,5,-
2021,Suriname,SUR,France,FRA,11,17,-
2021,Suriname,SUR,"United States of America",USA,11,58,-
2021,Slovakia,SVK,Belgium,BEL,0,5,-
2021,Slovakia,SVK,Canada,CAN,1207,119,-
2021,Slovakia,SVK,France,FRA,142,0,-
2021,Slovakia,SVK,Germany,DEU,72,0,-
2021,Slovakia,SVK,"United States of America",USA,5,47,-
2021,Slovenia,SVN,Canada,CAN,6,5,-
2021,Slovenia,SVN,Germany,DEU,6,0,-
2021,Slovenia,SVN,"United States of America",USA,5,5,-
2021,Eswatini,SWZ,Australia,AUS,0,21,-
2021,Eswatini,SWZ,Canada,CAN,70,0,-
2021,Eswatini,SWZ,"United Kingdom of Great Britain and Northern Ireland",GBR,55,5,-
2021,Eswatini,SWZ,Germany,DEU,5,5,-
2021,Eswatini,SWZ,Ireland,IRL,18,21,-
2021,Eswatini,SWZ,"South Africa",ZAF,7,18,-
2021,Eswatini,SWZ,Sweden,SWE,5,0,-
2021,Eswatini,SWZ,"United States of America",USA,5,10,-
2021,Sweden,SWE,Brazil,BRA,0,5,-
2021,Sweden,SWE,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,-
2021,Sweden,SWE,Germany,DEU,9,0,-
2021,Sweden,SWE,"United States of America",USA,0,33,-
2021,Switzerland,CHE,Brazil,BRA,0,5,-
2021,Switzerland,CHE,"United States of America",USA,0,16,-
2021,"Syrian Arab Rep.",SYR,Albania,ALB,15,6,-
2021,"Syrian Arab Rep.",SYR,Algeria,DZA,6659,0,-
2021,"Syrian Arab Rep.",SYR,Angola,AGO,0,5,-
2021,"Syrian Arab Rep.",SYR,Egypt,EGY,136727,0,-
2021,"Syrian Arab Rep.",SYR,Argentina,ARG,433,98,-
2021,"Syrian Arab Rep.",SYR,Armenia,ARM,5335,8,-
2021,"Syrian Arab Rep.",SYR,Australia,AUS,640,53,-
2021,"Syrian Arab Rep.",SYR,Austria,AUT,62408,10558,-
2021,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,33,0,-
2021,"Syrian Arab Rep.",SYR,Bahrain,BHR,5,36,-
2021,"Syrian Arab Rep.",SYR,Belgium,BEL,19188,1980,-
2021,"Syrian Arab Rep.",SYR,Benin,BEN,32,12,-
2021,"Syrian Arab Rep.",SYR,"Burkina Faso",BFA,5,0,-
2021,"Syrian Arab Rep.",SYR,Belarus,BLR,68,8,-
2021,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,22,0,-
2021,"Syrian Arab Rep.",SYR,Brazil,BRA,3920,3969,-
2021,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,28,5,-
2021,"Syrian Arab Rep.",SYR,Bulgaria,BGR,20067,2368,-
2021,"Syrian Arab Rep.",SYR,Canada,CAN,190,164,-
2021,"Syrian Arab Rep.",SYR,Chad,TCD,48,19,-
2021,"Syrian Arab Rep.",SYR,China,CHN,43,5,-
2021,"Syrian Arab Rep.",SYR,Chile,CHL,113,32,-
2021,"Syrian Arab Rep.",SYR,Cameroon,CMR,5,10,-
2021,"Syrian Arab Rep.",SYR,Congo,COG,5,13,-
2021,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,12,12,-
2021,"Syrian Arab Rep.",SYR,Colombia,COL,11,7,-
2021,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,5,25,-
2021,"Syrian Arab Rep.",SYR,Cuba,CUB,36,9,-
2021,"Syrian Arab Rep.",SYR,Cyprus,CYP,10735,5545,-
2021,"Syrian Arab Rep.",SYR,Czechia,CZE,358,0,-
2021,"Syrian Arab Rep.",SYR,Denmark,DNK,19706,222,-
2021,"Syrian Arab Rep.",SYR,Djibouti,DJI,14,5,-
2021,"Syrian Arab Rep.",SYR,Ecuador,ECU,157,0,-
2021,"Syrian Arab Rep.",SYR,Estonia,EST,105,0,-
2021,"Syrian Arab Rep.",SYR,Ethiopia,ETH,38,629,-
2021,"Syrian Arab Rep.",SYR,Finland,FIN,2660,66,-
2021,"Syrian Arab Rep.",SYR,France,FRA,37375,1369,-
2021,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,11980,4795,-
2021,"Syrian Arab Rep.",SYR,Georgia,GEO,444,18,-
2021,"Syrian Arab Rep.",SYR,Germany,DEU,621740,53750,-
2021,"Syrian Arab Rep.",SYR,Ghana,GHA,229,70,-
2021,"Syrian Arab Rep.",SYR,Greece,GRC,39372,3933,-
2021,"Syrian Arab Rep.",SYR,Guinea,GIN,14,0,-
2021,"Syrian Arab Rep.",SYR,Croatia,HRV,548,12,-
2021,"Syrian Arab Rep.",SYR,Hungary,HUN,869,0,-
2021,"Syrian Arab Rep.",SYR,Iceland,ISL,195,16,-
2021,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,148,9,-
2021,"Syrian Arab Rep.",SYR,India,IND,69,64,-
2021,"Syrian Arab Rep.",SYR,Indonesia,IDN,20,24,-
2021,"Syrian Arab Rep.",SYR,Ireland,IRL,2832,53,-
2021,"Syrian Arab Rep.",SYR,Iraq,IRQ,254561,0,-
2021,"Syrian Arab Rep.",SYR,Italy,ITA,3527,903,-
2021,"Syrian Arab Rep.",SYR,Jordan,JOR,672952,0,-
2021,"Syrian Arab Rep.",SYR,Japan,JPN,93,0,-
2021,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,14,11,-
2021,"Syrian Arab Rep.",SYR,Kenya,KEN,5,5,-
2021,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,75,6,-
2021,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,1250,28,-
2021,"Syrian Arab Rep.",SYR,Kuwait,KWT,150,104,-
2021,"Syrian Arab Rep.",SYR,Liberia,LBR,27,18,-
2021,"Syrian Arab Rep.",SYR,Libya,LBY,492,12632,-
2021,"Syrian Arab Rep.",SYR,Lebanon,LBN,840929,0,-
2021,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,32,0,-
2021,"Syrian Arab Rep.",SYR,Lithuania,LTU,463,5,-
2021,"Syrian Arab Rep.",SYR,Luxembourg,LUX,2409,415,-
2021,"Syrian Arab Rep.",SYR,Latvia,LVA,312,5,-
2021,"Syrian Arab Rep.",SYR,Madagascar,MDG,5,0,-
2021,"Syrian Arab Rep.",SYR,Mauritania,MRT,368,141,-
2021,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,17,0,-
2021,"Syrian Arab Rep.",SYR,Monaco,MCO,5,0,-
2021,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,166,7,-
2021,"Syrian Arab Rep.",SYR,Mexico,MEX,34,35,-
2021,"Syrian Arab Rep.",SYR,Mali,MLI,24,433,-
2021,"Syrian Arab Rep.",SYR,Malaysia,MYS,449,2858,-
2021,"Syrian Arab Rep.",SYR,Morocco,MAR,5082,0,-
2021,"Syrian Arab Rep.",SYR,Malta,MLT,1918,412,-
2021,"Syrian Arab Rep.",SYR,Netherlands,NLD,39388,6362,-
2021,"Syrian Arab Rep.",SYR,Niger,NER,5,0,-
2021,"Syrian Arab Rep.",SYR,Nigeria,NGA,422,482,-
2021,"Syrian Arab Rep.",SYR,Norway,NOR,15865,315,-
2021,"Syrian Arab Rep.",SYR,Nauru,NRU,0,5,-
2021,"Syrian Arab Rep.",SYR,"New Zealand",NZL,72,0,-
2021,"Syrian Arab Rep.",SYR,Oman,OMN,8,27,-
2021,"Syrian Arab Rep.",SYR,Pakistan,PAK,50,23,-
2021,"Syrian Arab Rep.",SYR,Paraguay,PRY,84,17,-
2021,"Syrian Arab Rep.",SYR,Peru,PER,47,11,-
2021,"Syrian Arab Rep.",SYR,Philippines,PHL,130,44,-
2021,"Syrian Arab Rep.",SYR,Poland,POL,254,62,-
2021,"Syrian Arab Rep.",SYR,Portugal,PRT,861,0,-
2021,"Syrian Arab Rep.",SYR,Qatar,QAT,30,109,-
2021,"Syrian Arab Rep.",SYR,Romania,ROU,2258,179,-
2021,"Syrian Arab Rep.",SYR,"South Africa",ZAF,38,20,-
2021,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,297,62,-
2021,"Syrian Arab Rep.",SYR,"El Salvador",SLV,5,0,-
2021,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,186,9884,-
2021,"Syrian Arab Rep.",SYR,Senegal,SEN,0,14,-
2021,"Syrian Arab Rep.",SYR,Somalia,SOM,991,65,-
2021,"Syrian Arab Rep.",SYR,Spain,ESP,14987,1605,-
2021,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,45,9,-
2021,"Syrian Arab Rep.",SYR,Sudan,SDN,93482,0,-
2021,"Syrian Arab Rep.",SYR,Slovakia,SVK,25,0,-
2021,"Syrian Arab Rep.",SYR,Slovenia,SVN,326,13,-
2021,"Syrian Arab Rep.",SYR,Sweden,SWE,115233,1510,-
2021,"Syrian Arab Rep.",SYR,Switzerland,CHE,20146,255,-
2021,"Syrian Arab Rep.",SYR,"United Rep. of Tanzania",TZA,5,19,-
2021,"Syrian Arab Rep.",SYR,Thailand,THA,215,5,-
2021,"Syrian Arab Rep.",SYR,Togo,TGO,18,8,-
2021,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,64,38,-
2021,"Syrian Arab Rep.",SYR,Tunisia,TUN,2523,0,-
2021,"Syrian Arab Rep.",SYR,Türkiye,TUR,3737369,0,-
2021,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,439,6526,-
2021,"Syrian Arab Rep.",SYR,Uganda,UGA,18,8,-
2021,"Syrian Arab Rep.",SYR,Ukraine,UKR,512,147,-
2021,"Syrian Arab Rep.",SYR,Uruguay,URY,66,5,-
2021,"Syrian Arab Rep.",SYR,"United States of America",USA,8799,3500,-
2021,"Syrian Arab Rep.",SYR,"Venezuela (Bolivarian Republic of)",VEN,33,0,-
2021,"Syrian Arab Rep.",SYR,Yemen,YEM,2513,420,-
2021,"Syrian Arab Rep.",SYR,Zambia,ZMB,36,5,-
2021,"United Rep. of Tanzania",TZA,Angola,AGO,5,0,-
2021,"United Rep. of Tanzania",TZA,Egypt,EGY,5,0,-
2021,"United Rep. of Tanzania",TZA,Australia,AUS,8,34,-
2021,"United Rep. of Tanzania",TZA,Burundi,BDI,7,0,-
2021,"United Rep. of Tanzania",TZA,Belgium,BEL,43,30,-
2021,"United Rep. of Tanzania",TZA,Brazil,BRA,8,114,-
2021,"United Rep. of Tanzania",TZA,Canada,CAN,171,109,-
2021,"United Rep. of Tanzania",TZA,Finland,FIN,6,0,-
2021,"United Rep. of Tanzania",TZA,France,FRA,27,8,-
2021,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,106,91,-
2021,"United Rep. of Tanzania",TZA,Germany,DEU,79,286,-
2021,"United Rep. of Tanzania",TZA,Greece,GRC,13,5,-
2021,"United Rep. of Tanzania",TZA,India,IND,0,13,-
2021,"United Rep. of Tanzania",TZA,Ireland,IRL,5,11,-
2021,"United Rep. of Tanzania",TZA,Israel,ISR,0,6,-
2021,"United Rep. of Tanzania",TZA,Italy,ITA,0,7,-
2021,"United Rep. of Tanzania",TZA,Kenya,KEN,11,104,-
2021,"United Rep. of Tanzania",TZA,"Rep. of Korea",KOR,5,34,-
2021,"United Rep. of Tanzania",TZA,Luxembourg,LUX,0,5,-
2021,"United Rep. of Tanzania",TZA,Malawi,MWI,0,5,-
2021,"United Rep. of Tanzania",TZA,Namibia,NAM,0,5,-
2021,"United Rep. of Tanzania",TZA,Netherlands,NLD,8,5,-
2021,"United Rep. of Tanzania",TZA,Pakistan,PAK,0,5,-
2021,"United Rep. of Tanzania",TZA,"South Africa",ZAF,31,497,-
2021,"United Rep. of Tanzania",TZA,Somalia,SOM,0,135,-
2021,"United Rep. of Tanzania",TZA,Eswatini,SWZ,0,5,-
2021,"United Rep. of Tanzania",TZA,Sweden,SWE,65,39,-
2021,"United Rep. of Tanzania",TZA,Switzerland,CHE,14,0,-
2021,"United Rep. of Tanzania",TZA,"Syrian Arab Rep.",SYR,0,7,-
2021,"United Rep. of Tanzania",TZA,"United Rep. of Tanzania",TZA,6,0,-
